City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
323,Great Yarmouth,GB,52.6083,1.7305,58.08,87,84,7.96,broken clouds
324,Raudeberg,NO,61.9875,5.1352,39.87,72,68,22.08,broken clouds
325,Tari,NG,12.4086,4.4914,100.78,4,71,15.14,broken clouds
326,Caravelas,BR,-17.7125,-39.2481,86.76,53,100,8.55,overcast clouds
327,Kuala Terengganu,MY,5.3302,103.1408,85.95,74,0,5.75,clear sky
328,Sao Filipe,CV,14.8961,-24.4956,70.38,80,98,9.89,overcast clouds
329,Namibe,AO,-15.1961,12.1522,76.98,61,91,17.78,overcast clouds
330,Morro Bay,US,35.3658,-120.8499,58.33,90,97,1.99,overcast clouds
331,Dwarka,IN,22.2394,68.9678,81.03,67,7,12.21,clear sky
332,Staryy Nadym,RU,65.6118,72.6842,20.03,92,100,18.77,overcast clouds
333,Kolokani,ML,13.5728,-8.0339,104.95,7,79,12.77,broken clouds
334,Cibitung,ID,-7.119,107.1309,67.08,92,85,1.63,overcast clouds
335,Peleduy,RU,59.6289,112.7406,20.34,91,100,7.85,overcast clouds
336,Troitsko-Pechorsk,RU,62.7084,56.1964,9.03,97,100,3.98,overcast clouds
337,Tiznit,MA,29.5833,-9.5,69.58,48,1,9.19,clear sky
338,Taltal,CL,-25.4,-70.4833,68.4,71,26,5.73,scattered clouds
339,Lannion,FR,48.75,-3.4167,64.94,55,100,8.05,overcast clouds
340,Littlehampton,GB,50.8069,-0.5378,61.36,70,100,4.61,overcast clouds
341,Paita,PE,-5.0892,-81.1144,75.34,74,99,5.88,overcast clouds
342,Chazuta,PE,-6.5742,-76.1367,81.45,96,99,1.12,heavy intensity rain
343,Ladario,BR,-19.0047,-57.6017,88.09,62,20,4.61,few clouds
344,Bukachacha,RU,52.9833,116.9167,0.7,94,8,3.36,clear sky
345,Fecamp,FR,49.7579,0.3746,67.71,66,100,5.44,overcast clouds
346,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,98,75,10.36,broken clouds
347,Boguchany,RU,58.3814,97.4531,10.69,99,99,1.48,light snow
348,Hornbaek,DK,56.0854,12.4505,51.17,75,2,5.01,clear sky
349,Dargaville,NZ,-35.9333,173.8833,60.3,87,5,2.93,clear sky
350,Antofagasta,CL,-23.65,-70.4,72.21,58,29,9.37,scattered clouds
351,Kiomboi,TZ,-4.2667,34.3667,66.97,75,93,4.32,light rain
352,Inta,RU,66.0317,60.1659,20.5,84,98,7.78,overcast clouds
353,Torbay,CA,47.6666,-52.7314,48.76,66,40,16.11,scattered clouds
354,Kamenka,RU,51.3223,42.7678,27.01,91,98,18.23,light snow
355,Oksfjord,NO,70.2396,22.3479,26.67,85,99,2.73,light snow
356,Amuntai,ID,-2.4177,115.2494,75.72,92,97,0.78,overcast clouds
357,Trinidad,BO,-14.8333,-64.9,87.78,66,20,0.0,few clouds
358,Wagar,SD,16.1525,36.2032,93.24,23,9,15.19,clear sky
359,Merauke,ID,-8.4667,140.3333,80.29,85,100,8.25,light rain
360,Aracaju,BR,-10.9111,-37.0717,85.95,66,40,11.5,scattered clouds
361,Villeneuve-Le-Roi,FR,48.7333,2.4167,71.33,29,0,4.61,clear sky
362,Cabo San Lucas,MX,22.8909,-109.9124,81.61,18,0,16.11,clear sky
363,Guantanamo,CU,20.1444,-75.2092,81.97,35,2,11.72,clear sky
364,Acajutla,SV,13.5928,-89.8275,87.06,48,77,7.34,broken clouds
365,Evensk,RU,61.95,159.2333,14.86,77,100,24.94,overcast clouds
366,Lianzhou,CN,24.7811,112.3825,61.0,88,62,1.77,broken clouds
367,Sakakah,SA,29.9697,40.2064,65.77,17,0,10.87,clear sky
368,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,78,53,10.04,broken clouds
369,Guerrero Negro,MX,27.9769,-114.0611,63.72,67,100,4.52,overcast clouds
370,Dingle,PH,10.9995,122.6711,77.23,88,100,8.41,overcast clouds
371,Kloulklubed,PW,7.0419,134.2556,79.3,77,95,14.09,overcast clouds
372,Adilpur,PK,27.937,69.3187,90.1,7,0,4.43,clear sky
373,Agadez,NE,19.75,10.25,88.74,3,3,11.3,clear sky
374,Vostok,RU,46.4856,135.8833,17.98,88,18,6.71,few clouds
375,Shaoyang,CN,27.2315,111.4525,57.79,78,51,4.32,broken clouds
376,Porbandar,IN,21.6422,69.6093,81.9,60,8,11.21,clear sky
377,Inhambane,MZ,-23.865,35.3833,75.94,68,47,11.72,scattered clouds
378,Tongzi,CN,28.7829,105.0877,65.03,67,90,3.96,overcast clouds
379,Lubango,AO,-14.9172,13.4925,68.14,68,97,3.69,light rain
380,Auki,SB,-8.7676,160.7034,78.8,87,100,4.9,overcast clouds
381,Luanda,AO,-8.8368,13.2343,84.2,65,75,11.5,broken clouds
382,Aleksinac,RS,43.5417,21.7078,64.69,44,90,3.27,overcast clouds
383,Amapa,BR,1.0,-52.0,73.47,99,100,0.36,light rain
384,Loanda,AO,-8.8368,13.2343,84.2,65,75,11.5,broken clouds
385,Korla,CN,41.7597,86.1469,54.9,31,99,5.01,overcast clouds
386,Druzhba,UA,52.0428,33.9453,46.26,59,60,21.56,broken clouds
387,Gimli,CA,50.6336,-96.9907,17.62,62,95,9.22,overcast clouds
388,Dudinka,RU,69.4058,86.1778,-6.05,100,66,8.66,broken clouds
389,Rosetta,EG,31.4044,30.4164,59.02,68,7,15.57,clear sky
390,Viedma,AR,-40.8135,-62.9967,79.66,24,3,19.19,clear sky
391,Athens,GR,37.9795,23.7162,64.36,58,20,5.01,few clouds
392,Quatre Cocos,MU,-20.2078,57.7625,79.09,71,27,5.5,scattered clouds
393,Arica,CL,-18.475,-70.3042,74.75,60,0,11.5,clear sky
394,Karaton,ID,-6.3424,106.1045,75.11,93,74,4.18,broken clouds
395,Coquimbo,CL,-29.9533,-71.3436,58.73,88,75,11.5,broken clouds
396,Vila,PT,42.0304,-8.1588,54.48,88,100,4.61,overcast clouds
397,Kieta,PG,-6.2167,155.6333,79.18,85,100,3.56,light rain
398,West Bay,KY,19.3667,-81.4167,83.07,59,20,18.41,few clouds
399,Mushabani,IN,22.5167,86.45,80.65,35,1,3.65,clear sky
400,Tambopata,PE,-12.7333,-69.1833,85.89,58,40,2.3,scattered clouds
401,Cairns,AU,-16.9167,145.7667,75.15,88,100,1.14,overcast clouds
402,Nome,US,64.5011,-165.4064,21.27,79,0,16.11,clear sky
403,Kaohsiung,TW,22.6163,120.3133,72.03,84,75,4.61,broken clouds
404,Meulaboh,ID,4.1363,96.1285,79.07,79,43,1.7,scattered clouds
405,Pinyug,RU,60.251,47.7842,10.69,92,100,2.91,overcast clouds
406,Puerto Escondido,MX,15.85,-97.0667,85.03,79,75,3.44,broken clouds
407,Kedrovyy,RU,56.1667,91.8167,12.87,95,97,3.87,overcast clouds
408,Talcahuano,CL,-36.7167,-73.1167,65.88,42,0,11.5,clear sky
409,Aviles,ES,43.5547,-5.9248,65.37,76,40,4.0,fog
410,Willowmore,ZA,-33.2926,23.4895,85.08,29,82,27.0,broken clouds
411,San Jeronimo,PE,-11.9472,-75.2829,56.7,67,96,1.72,overcast clouds
412,Ayorou,NE,14.7308,0.9174,102.06,4,10,18.63,clear sky
413,Wanaka,NZ,-44.7,169.15,55.11,79,100,1.03,overcast clouds
414,Peabiru,BR,-23.9128,-52.3431,82.06,61,1,5.84,clear sky
415,Matara,LK,5.9485,80.5353,79.74,83,5,5.32,clear sky
416,Alofi,NU,-19.0595,-169.9187,75.09,94,75,3.44,broken clouds
417,Lismore,AU,-28.8135,153.2773,67.93,97,100,7.34,moderate rain
418,Hit,IQ,33.6416,42.8251,63.91,21,0,8.77,clear sky
419,Arak,IR,34.0917,49.6892,50.31,22,0,8.03,clear sky
420,Iquitos,PE,-3.7481,-73.2472,82.44,74,75,2.3,broken clouds
421,Coahuayana,MX,18.7333,-103.6833,84.7,25,3,4.05,clear sky
422,Moca,DO,19.5,-70.5,66.25,83,75,11.5,broken clouds
423,Neya,RU,58.2972,43.8681,21.4,84,100,9.44,light snow
424,Zachepylivka,UA,49.1939,35.2394,45.14,45,25,17.4,scattered clouds
425,Acarau,BR,-2.8856,-40.12,81.37,84,100,17.54,overcast clouds
426,Port-Gentil,GA,-0.7193,8.7815,81.3,81,100,12.35,light rain
427,Svetlyy,RU,54.675,20.1347,46.45,78,21,22.5,few clouds
428,Koutsouras,GR,35.0339,25.9469,62.11,71,100,4.34,overcast clouds
429,Tura,IN,25.5198,90.2201,75.07,41,39,4.36,scattered clouds
430,Deniliquin,AU,-35.5333,144.9667,61.43,71,0,6.4,clear sky
431,George Town,MY,5.4112,100.3354,84.13,79,20,2.3,few clouds
432,Waingapu,ID,-9.6567,120.2641,77.63,85,100,6.78,overcast clouds
433,Akdepe,TM,42.0551,59.3788,48.29,78,98,26.4,overcast clouds
434,Ordynskoye,RU,54.3656,81.8994,28.94,97,95,7.02,overcast clouds
435,Hualmay,PE,-11.0964,-77.6139,74.89,73,65,10.98,broken clouds
436,Seoul,KR,37.5683,126.9778,36.84,25,0,0.94,clear sky
437,Montepuez,MZ,-13.1256,38.9997,72.45,92,54,5.41,broken clouds
438,Kiama,AU,-34.6833,150.8667,68.38,95,100,3.0,light rain
439,Aksu,CN,41.1231,80.2644,56.19,29,100,4.94,overcast clouds
440,Axim,GH,4.8699,-2.2405,85.48,70,100,10.27,overcast clouds
441,Krabi,TH,8.0726,98.9105,79.0,94,20,2.3,few clouds
442,Bose,IT,45.4612,8.0137,70.16,23,1,4.45,clear sky
443,Shahrud,IR,36.4182,54.9763,45.19,55,12,16.42,few clouds
444,Lamu,KE,-2.2717,40.902,84.42,80,24,9.73,few clouds
445,North Bend,US,43.4065,-124.2243,56.25,96,100,3.44,overcast clouds
446,Sumbe,AO,-11.2061,13.8437,79.11,83,100,4.61,overcast clouds
447,El Dorado,US,38.7666,-120.5177,49.62,91,100,4.0,overcast clouds
448,Maniitsoq,GL,65.4167,-52.9,32.07,75,7,6.33,clear sky
449,Kande,TG,9.9578,1.0447,104.99,6,38,8.23,scattered clouds
450,Suba,PH,10.8438,121.0102,82.98,76,93,13.04,overcast clouds
451,Nova Granada,BR,-20.5339,-49.3142,86.25,62,100,4.9,light rain
452,Abu Dhabi,AE,24.4667,54.3667,71.96,65,0,11.5,clear sky
453,Itarema,BR,-2.9248,-39.9167,80.22,86,100,17.52,overcast clouds
454,Weihai,CN,37.5017,122.1136,41.04,62,0,13.02,clear sky
455,Alice Springs,AU,-23.7,133.8833,69.22,32,4,0.0,clear sky
456,Escarcega,MX,18.6089,-90.7454,84.02,43,17,5.77,few clouds
457,Bundaberg,AU,-24.85,152.35,66.49,99,6,5.75,clear sky
458,Bodden Town,KY,19.2833,-81.25,82.99,52,20,18.41,few clouds
459,Paracale,PH,14.2804,122.7881,78.85,88,99,9.89,overcast clouds
460,Golden,US,39.7555,-105.2211,67.69,27,75,4.0,broken clouds
461,Richards Bay,ZA,-28.783,32.0377,76.24,76,0,15.21,clear sky
462,Grindavik,IS,63.8424,-22.4338,39.67,87,100,23.02,overcast clouds
463,Jiuquan,CN,39.7432,98.5174,45.57,37,100,6.4,overcast clouds
464,Molteno,ZA,-31.3968,26.3625,70.74,37,7,9.57,clear sky
465,Emerald,AU,-23.5333,148.1667,71.74,53,1,5.86,light rain
466,Borogontsy,RU,62.6683,131.1683,14.95,96,100,5.35,light snow
467,Elko,US,41.0002,-115.5012,52.65,23,49,14.0,scattered clouds
468,Ust-Tsilma,RU,65.441,52.1498,14.88,97,100,3.4,overcast clouds
469,Hwange,ZW,-18.3693,26.5019,75.65,76,68,3.31,light rain
470,Les Cayes,HT,18.2,-73.75,83.21,59,37,11.05,scattered clouds
471,Tonantins,BR,-2.8731,-67.8022,74.21,98,100,2.26,overcast clouds
472,Kropotkin,RU,45.4375,40.5756,36.73,53,33,12.62,scattered clouds
473,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,11,3.44,few clouds
474,Tazovskiy,RU,67.4667,78.7,19.4,89,100,15.77,overcast clouds
475,Marsh Harbour,BS,26.5412,-77.0636,73.42,51,74,7.58,broken clouds
476,Bulgan,MN,48.8125,103.5347,20.48,60,76,2.53,broken clouds
477,Kavali,IN,14.9167,79.9833,81.05,84,19,12.93,few clouds
478,Hay River,CA,60.8156,-115.7999,10.38,79,75,4.61,broken clouds
479,Coihueco,CL,-36.6167,-71.8333,65.14,42,0,9.22,clear sky
480,Iqaluit,CA,63.7506,-68.5145,11.93,92,40,2.3,scattered clouds
481,Taikang,CN,46.8333,124.4167,44.83,41,100,8.25,overcast clouds
482,Bouca,CF,6.5105,18.2733,99.48,10,99,2.21,overcast clouds
483,Buala,SB,-8.145,159.5921,79.63,85,100,6.11,light rain
484,Tarakan,ID,3.3,117.6333,79.45,80,99,3.87,moderate rain
485,Dunedin,NZ,-45.8742,170.5036,55.62,95,98,6.49,overcast clouds
486,Poronaysk,RU,49.2167,143.1167,15.06,86,17,7.29,few clouds
487,Elban,RU,50.1018,136.5094,14.45,98,61,3.69,broken clouds
488,Panzhihua,CN,26.5851,101.7128,62.6,56,54,0.74,broken clouds
489,Wuda,CN,39.4994,106.7117,52.09,31,100,22.88,overcast clouds
490,Batagay,RU,67.6333,134.6333,-9.58,98,44,2.89,scattered clouds
491,Kununurra,AU,-15.7667,128.7333,78.78,83,100,1.14,overcast clouds
492,Zaraza,VE,9.3503,-65.3245,94.71,30,92,9.75,overcast clouds
493,Aleksandrovskiy Zavod,RU,50.9237,117.9374,2.73,86,17,4.52,few clouds
494,Teguldet,RU,57.3064,88.1667,15.33,95,19,4.68,few clouds
495,La Sarre,CA,48.8002,-79.1996,10.09,70,100,12.08,overcast clouds
496,Kilinochchi,LK,9.3961,80.3982,79.39,81,3,5.82,clear sky
497,Jeremie,HT,18.65,-74.1167,78.21,70,79,13.71,broken clouds
498,Bubaque,GW,11.2833,-15.8333,77.52,68,34,21.9,scattered clouds
499,Belyy Yar,RU,53.6039,91.3903,25.86,65,33,0.0,smoke
500,Najran,SA,17.4924,44.1277,70.45,21,2,11.72,clear sky
501,Salinopolis,BR,-0.6136,-47.3561,81.55,79,100,7.63,overcast clouds
502,Titay,PH,7.8125,122.5344,75.24,90,100,4.45,light rain
503,Sangar,RU,63.9242,127.4739,7.5,94,100,2.66,overcast clouds
504,Qinzhou,CN,21.95,108.6167,69.1,75,47,4.36,scattered clouds
505,Kiunga,PG,-6.1219,141.2906,71.8,100,100,3.42,overcast clouds
506,Si Chiang Mai,TH,17.9564,102.5867,83.95,99,14,2.48,few clouds
507,Makakilo City,US,21.3469,-158.0858,70.68,87,0,4.61,clear sky
508,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,60,40,23.02,scattered clouds
509,Krasnoselkup,RU,65.7,82.4667,16.18,92,100,12.28,overcast clouds
510,Verkhnevilyuysk,RU,63.4453,120.3167,-5.13,100,89,2.91,overcast clouds
511,Tombouctou,ML,20.0,-3.0,102.92,6,89,11.59,overcast clouds
512,Bokoro,TD,12.3807,17.0568,94.32,5,7,12.3,clear sky
513,Maningrida,AU,-12.0667,134.2667,79.54,79,74,1.86,broken clouds
514,Pingdu,CN,36.7844,119.9464,41.36,63,0,11.16,clear sky
515,Ketchikan,US,55.3422,-131.6461,37.38,93,0,0.0,clear sky
516,Geraldton,AU,-28.7667,114.6,73.81,78,98,10.36,overcast clouds
517,Dewas,IN,22.9667,76.0667,80.78,15,4,8.55,clear sky
518,Pangkalanbuun,ID,-2.6833,111.6167,75.43,96,92,3.36,light rain
519,Preeceville,CA,51.95,-102.6677,20.57,83,100,12.3,overcast clouds
520,Camacha,PT,33.0833,-16.3333,63.82,77,40,9.22,scattered clouds
521,Floro,NO,61.5996,5.0328,40.96,56,40,20.71,scattered clouds
522,Adrar,MR,20.5022,-10.0711,94.05,10,100,0.43,overcast clouds
523,Tubuala,PA,9.5167,-79.0333,79.7,84,90,15.5,overcast clouds
524,Saint-Denis,FR,48.9167,2.3333,71.35,30,0,6.91,clear sky
525,Chenzhou,CN,25.8,113.0333,57.02,89,45,3.87,scattered clouds
526,La Macarena,CO,2.1837,-73.7849,72.7,95,100,2.08,overcast clouds
527,Havelock,US,34.8791,-76.9013,53.58,34,0,7.0,clear sky
528,Kutum,SD,14.2,24.6667,78.44,8,0,13.42,clear sky
529,Pedernales,DO,18.0384,-71.744,79.63,70,37,5.26,scattered clouds
530,Dawei,MM,14.0833,98.2,78.96,88,98,2.53,overcast clouds
531,Uyuni,BO,-20.4597,-66.825,60.19,16,0,0.43,clear sky
532,Ginda,IN,30.6945,78.4932,59.83,28,0,8.01,clear sky
533,Gushikawa,JP,26.3544,127.8686,64.4,94,100,10.36,light rain
534,Maumere,ID,-8.6199,122.2111,79.41,81,98,2.91,overcast clouds
535,Salekhard,RU,66.53,66.6019,27.07,96,100,11.5,light snow
536,Sabang,ID,5.8933,95.3214,83.62,70,71,1.81,broken clouds
537,Zhuanghe,CN,39.7008,122.9911,40.01,69,1,7.72,clear sky
538,Pailon,BO,-17.65,-62.75,91.08,51,4,5.48,clear sky
539,Bartica,GY,6.4,-58.6167,86.32,50,100,6.85,overcast clouds
540,Nouadhibou,MR,20.931,-17.0347,71.58,68,91,13.8,overcast clouds
541,Kultuk,RU,51.7208,103.6956,14.27,95,100,3.4,overcast clouds
542,Payakumbuh,ID,-0.2202,100.6308,71.69,84,39,2.8,scattered clouds
543,Chimore,BO,-16.9833,-65.1333,89.28,49,79,3.36,broken clouds
544,Rostovka,RU,55.3842,71.8891,23.11,95,96,9.75,overcast clouds
545,Pastavy,BY,55.1168,26.8326,46.42,67,87,20.76,overcast clouds
546,Manono,CD,-7.3,27.4167,77.61,84,71,3.2,light rain
547,Wagga Wagga,AU,-35.1167,147.3667,64.81,72,99,5.75,overcast clouds
548,Virginia Beach,US,36.8529,-75.978,49.05,39,20,11.5,few clouds
549,Tselinnoye,RU,53.0833,85.6667,31.14,90,92,8.63,overcast clouds
550,Doha,QA,25.2867,51.5333,68.31,42,0,19.57,clear sky
551,Lahad Datu,MY,5.0268,118.327,74.7,94,100,4.9,overcast clouds
552,Tocopilla,CL,-22.092,-70.1979,71.83,69,23,8.81,few clouds
553,Edd,ER,13.9297,41.6925,83.84,59,9,4.47,clear sky
554,Varzea Grande,BR,-15.6467,-56.1325,87.67,62,20,4.61,few clouds
555,Pundaguitan,PH,6.3711,126.1689,81.97,76,49,7.49,scattered clouds
556,Zhaodong,CN,46.0833,125.9833,47.32,35,93,22.32,overcast clouds
557,Luau,AO,-10.7073,22.2247,72.09,87,100,2.57,light rain
558,Adre,TD,13.4667,22.2,86.92,7,3,10.58,clear sky
559,Tabriz,IR,38.08,46.2919,42.26,36,20,11.5,few clouds
560,Pachperwa,IN,27.5167,82.65,79.2,15,0,6.06,clear sky
561,Nioro,GM,13.35,-15.75,100.87,11,37,10.33,scattered clouds
562,Oleksandrivka,UA,48.9634,32.2349,49.28,39,10,17.45,clear sky
563,Aktau,KZ,43.65,51.2,36.18,47,100,26.19,overcast clouds
564,Iskateley,RU,67.6803,53.1512,7.47,98,98,5.59,overcast clouds
565,Xining,CN,36.6167,101.7667,43.88,27,40,7.09,scattered clouds
566,Kisaran,ID,2.9845,99.6158,75.69,96,7,3.22,clear sky
567,Olafsvik,IS,64.8945,-23.7142,34.2,88,100,16.67,snow
568,Hofn,IS,64.2539,-15.2082,30.22,74,100,12.66,light shower snow
569,Vikhorevka,RU,56.1201,101.1636,15.39,96,100,2.53,overcast clouds
570,Khani,GE,41.9563,42.9566,29.77,98,97,3.0,light snow
571,Kargasok,RU,59.0556,80.8572,20.05,94,17,8.95,few clouds
572,Whitehorse,CA,60.7161,-135.0538,20.17,79,75,15.01,broken clouds
573,Zaigrayevo,RU,51.8336,108.2703,7.74,94,10,3.87,clear sky
574,Ambatondrazaka,MG,-17.8333,48.4167,70.57,91,83,5.37,light rain
575,Lisakovsk,KZ,52.5369,62.4936,33.55,97,100,12.82,overcast clouds
576,Vladyslavivka,UA,45.1667,35.3667,41.81,59,2,14.63,clear sky
577,Astana,KZ,51.1801,71.446,31.95,86,100,13.42,overcast clouds
578,Caronport,CA,50.4501,-105.8179,37.6,56,100,12.15,overcast clouds
579,College,US,64.8569,-147.8028,24.01,62,75,5.75,broken clouds
580,Victor Harbor,AU,-35.5667,138.6167,60.46,88,2,6.24,clear sky
581,Vrede,ZA,-27.4257,29.1659,66.78,30,1,2.48,clear sky
582,Porto Walter,BR,-8.2686,-72.7439,78.85,83,100,3.36,overcast clouds
583,Placerville,US,38.7296,-120.7986,49.41,90,40,6.91,scattered clouds
584,Barra Do Garcas,BR,-15.89,-52.2567,87.33,58,94,4.85,overcast clouds
585,Golden Gate,US,26.1879,-81.6951,80.98,48,0,6.91,clear sky
586,Calvinia,ZA,-31.4707,19.776,78.64,24,18,12.95,few clouds
587,Champerico,GT,14.3,-91.9167,88.34,58,28,8.19,scattered clouds
588,Harper,LR,4.375,-7.7169,85.5,68,100,10.18,overcast clouds
589,Leh,IN,34.1667,77.5833,29.07,61,0,3.44,clear sky
590,Limbazi,LV,57.5129,24.7194,43.02,61,100,12.75,overcast clouds
591,Salto,UY,-31.3833,-57.9667,80.87,58,0,16.11,clear sky
592,Senador Jose Porfirio,BR,-2.5908,-51.9542,75.24,97,100,2.89,moderate rain
593,Omboue,GA,-1.5746,9.2618,81.68,75,100,6.08,overcast clouds
594,Sasovo,RU,54.3537,41.9199,26.28,94,100,21.0,snow
595,Atikokan,CA,48.7555,-91.6216,19.02,65,6,0.13,clear sky
596,Laranjeiras,BR,-10.8064,-37.17,85.62,49,98,11.14,overcast clouds
597,Madras,IN,13.0878,80.2785,85.98,87,6,9.22,clear sky
598,Manavalakurichi,IN,8.1333,77.3,82.06,78,32,4.83,scattered clouds
599,Gornopravdinsk,RU,60.05,69.9,32.85,84,100,14.76,overcast clouds
600,Malakwal,PK,32.5536,73.2123,77.54,11,0,4.92,clear sky
601,Kaniama,CD,-7.5667,24.1833,73.78,90,99,2.89,light rain
602,Pesochnoye,RU,58.006,39.1772,25.36,96,100,11.59,light snow
603,Maceio,BR,-9.6658,-35.7353,87.24,66,75,14.97,broken clouds
604,Pisco,PE,-13.7,-76.2167,72.01,68,0,8.05,clear sky
605,Kachiry,KZ,53.0675,76.1036,30.54,92,100,6.24,overcast clouds
606,Tecolutla,MX,20.4833,-97.0167,75.06,59,5,1.66,clear sky
607,Piopio,NZ,-38.4667,175.0167,50.27,98,25,1.43,scattered clouds
608,Gamba,GA,-2.65,10.0,80.11,81,93,5.55,overcast clouds
609,Camocim,BR,-2.9022,-40.8411,82.62,82,100,10.36,overcast clouds
610,Burhar,IN,23.2167,81.5333,79.36,12,0,5.57,clear sky
611,Zyryanka,RU,65.75,150.85,-16.01,100,98,2.13,overcast clouds
612,Aklavik,CA,68.2191,-135.0107,-21.17,100,100,1.68,overcast clouds
613,Shingu,JP,33.7333,135.9833,51.71,63,100,3.62,overcast clouds
614,Bowen,AU,-20.0167,148.2333,73.47,88,52,5.53,broken clouds
615,Luz,BR,-19.8014,-45.6856,87.17,49,2,4.09,clear sky
616,Bairiki,KI,1.3292,172.9752,78.8,89,40,6.91,scattered clouds
617,Boda,CF,4.3189,17.4695,98.29,16,72,5.26,broken clouds
618,Abu Kamal,SY,34.4506,40.9171,62.82,24,0,8.77,clear sky
619,Tevriz,RU,57.509,72.4042,26.85,92,98,8.88,overcast clouds
620,Saint-Joseph,RE,-21.3667,55.6167,79.18,77,73,2.75,broken clouds
621,Sorland,NO,67.667,12.6934,33.76,45,100,27.02,overcast clouds
622,Komsomolskiy,UZ,40.4272,71.7189,56.12,50,25,4.61,scattered clouds
623,Araouane,ML,18.9048,-3.5265,103.41,6,89,13.27,overcast clouds
624,Kazachinskoye,RU,57.6953,93.2761,11.73,96,98,1.23,overcast clouds
625,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.67,58,77,3.87,broken clouds
626,Naples,IT,40.8333,14.25,60.13,69,40,6.91,scattered clouds
627,Yumen,CN,40.2833,97.2,41.65,46,92,6.44,overcast clouds
628,Ishigaki,JP,24.3448,124.1572,68.13,100,100,18.41,overcast clouds
629,Marawi,PH,7.9986,124.2928,68.54,93,100,2.75,overcast clouds
630,Cuauhtemoc,MX,28.4167,-106.8667,61.39,14,77,3.87,broken clouds
631,Manta,EC,-0.95,-80.7333,85.78,74,40,4.61,scattered clouds
632,Kupang,ID,-10.1667,123.5833,77.77,85,84,1.25,broken clouds
633,Khandbari,NP,27.3747,87.2039,66.6,44,3,3.71,clear sky
634,Erzin,TR,36.9559,36.2,53.1,66,0,2.77,clear sky
635,Antalaha,MG,-14.9003,50.2788,77.76,84,13,2.68,few clouds
636,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.1,42,4,18.23,clear sky
637,Jasper,US,37.2001,-94.3502,60.03,33,0,12.66,clear sky
638,Birao,CF,10.2849,22.7882,95.32,5,44,7.36,scattered clouds
639,Wasilla,US,61.5814,-149.4394,31.95,86,75,3.44,broken clouds
640,Rodbyhavn,DK,54.6544,11.352,49.14,75,58,19.44,broken clouds
641,Ekhabi,RU,53.5102,142.9671,1.49,97,20,6.22,few clouds
642,Yerbogachen,RU,61.2767,108.0108,12.74,95,99,4.88,overcast clouds
643,Pachino,IT,36.7186,15.0907,58.35,78,2,18.9,clear sky
644,Altoona,US,40.5187,-78.3947,26.65,57,43,8.99,scattered clouds
645,Urumqi,CN,43.801,87.6005,38.35,75,0,4.47,clear sky
646,San Miguel,SV,13.4833,-88.1833,87.46,43,0,4.61,clear sky
647,Half Moon Bay,US,37.4636,-122.4286,55.31,92,0,9.22,clear sky
648,Wanning,CN,18.8003,110.3967,71.06,92,100,9.08,overcast clouds
649,Bodaybo,RU,57.8506,114.1933,10.74,97,100,2.71,overcast clouds
